nomInstall;numInstall;nomCommune;codeINSEE;cp;nomLieuD;numVoie;nomVoie;location;longitude;latitude;accessH;nbPlacesP
Karting de la Jonchere;851160001;Jonchère;85116;85540;;;Route de la Tranche;[ 46.43976 , -1.375151];-1.375151;46.43976;Oui;20
Sentier de Randonnee;851160002;Jonchère;85116;85540;;;Place de l'Eglise;[ 46.43976 , -1.375151];-1.375151;46.43976;Non;0
Sentier de Randonnee;851170002;Lairoux;85117;85400;Ferme du Payre;;;[ 46.447728 , -1.267546];-1.267546;46.447728;Non;0
Complexe Sportif;851180001;Landeronde;85118;85150;;;Route de Beaulieu;[ 46.657457 , -1.571933];-1.571933;46.657457;Non;0
Etang Communal;851180002;Landeronde;85118;85150;;;Route de Beaulieu;[ 46.657457 , -1.571933];-1.571933;46.657457;Non;0
Salle Polyvalente Astoul;851180004;Landeronde;85118;85150;;;Rue des Glycines;[ 46.657457 , -1.571933];-1.571933;46.657457;Non;0
Centre Socioculturel;851180005;Landeronde;85118;85150;Landeronde;;;[ 46.657457 , -1.571933];-1.571933;46.657457;Oui;0
Terrain de Boules en Bois;851180006;Landeronde;85118;85150;Place de l'Eglise;;;[ 46.657457 , -1.571933];-1.571933;46.657457;Non;0
Complexe Sportif;851190001;Landes-Genusson;85119;85130;;;Rue du Stade - Rue Pierre de Coubertin;[ 46.964736 , -1.119359];-1.119359;46.964736;Non;0
Sentiers de Randonnee;851190002;Landes-Genusson;85119;85130;;;Parking de la Godelinière;[ 46.964736 , -1.119359];-1.119359;46.964736;Non;0
Boulodrome;851190003;Landes-Genusson;85119;85130;Foyer Rural;;Rue du General de Gaulle;[ 46.964736 , -1.119359];-1.119359;46.964736;Oui;0
Etang de la Godeliniere;851190004;Landes-Genusson;85119;85130;La Godeliniere;;;[ 46.964736 , -1.119359];-1.119359;46.964736;Non;0
Stade Municipal;851200002;Landevieille;85120;85220;;;Rue du Stade;[ 46.640133 , -1.807418];-1.807418;46.640133;Non;0
Sentier du Lac du Jaunay;851200003;Landevieille;85120;85220;;;La Servantière;[ 46.640133 , -1.807418];-1.807418;46.640133;Non;40
Stade Jules Ferry;851210001;Langon;85121;85370;;;Rue Jules Ferry;[ 46.437537 , -0.950337];-0.950337;46.437537;Non;0
Tennis;851210002;Langon;85121;85370;;;Route de Chaille;[ 46.437537 , -0.950337];-0.950337;46.437537;Non;0
Salle de l'Amicale Laique;851210003;Langon;85121;85370;;;Place des Anciens Combattants;[ 46.437537 , -0.950337];-0.950337;46.437537;Oui;0
Terrain de Petanque;851210004;Langon;85121;85370;;;Place des Anciens Combattants;[ 46.437537 , -0.950337];-0.950337;46.437537;Oui;0
Sentier de Randonnee;851250001;Loge-Fougereuse;85125;85120;;;Place de l'Eglise;[ 46.613087 , -0.691833];-0.691833;46.613087;Non;0
Salle Ex Paroissiale;851250002;Loge-Fougereuse;85125;85120;;9;Rue du Bois du Priochet;[ 46.613087 , -0.691833];-0.691833;46.613087;Oui;0
Court de Tennis;851260001;Longèves;85126;85200;;;Rue des Cytises;[ 46.47987 , -0.855141];-0.855141;46.47987;Non;0
Ecole de Voile du Bouil;851270002;Longeville-sur-Mer;85127;85560;Le Bouil;;Chemin des Oursins;[ 46.424238 , -1.490016];-1.490016;46.424238;Non;0
Complexe Sportif;851270003;Longeville-sur-Mer;85127;85560;;;Chemin du Clouzy;[ 46.424238 , -1.490016];-1.490016;46.424238;Oui;0
Maison du Marais Base de Canoe;851270005;Longeville-sur-Mer;85127;85560;;;La Pepière;[ 46.424238 , -1.490016];-1.490016;46.424238;Non;0
Centre de Vacances Touraine;851270006;Longeville-sur-Mer;85127;85560;;;Les Bourbes;[ 46.424238 , -1.490016];-1.490016;46.424238;Non;0
Centre de Vacances Comite de Gestion Centre de Vacances Equipement(Cgcv);851270008;Longeville-sur-Mer;85127;85560;Les Conches;;Route de la Tranche;[ 46.424238 , -1.490016];-1.490016;46.424238;Oui;0
Centre de Vacances Azur Eva;851270009;Longeville-sur-Mer;85127;85560;Longeville Sur Mer;;Les Conches;[ 46.424238 , -1.490016];-1.490016;46.424238;Oui;0
Ranch des Ecureuils;851270011;Longeville-sur-Mer;85127;85560;Les Conches;30 Bis;Rue des Tulipes;[ 46.424238 , -1.490016];-1.490016;46.424238;Oui;0
Plage du Rocher;851270012;Longeville-sur-Mer;85127;85560;;;Le Rocher;[ 46.424238 , -1.490016];-1.490016;46.424238;Non;300
Plage des Conches;851270013;Longeville-sur-Mer;85127;85560;;;Les Conches;[ 46.424238 , -1.490016];-1.490016;46.424238;Non;250
Sentiers de Randonnee;851270018;Longeville-sur-Mer;85127;85560;Aire de Pique Nique des Grandes Plantes;;Route de la Tranche Sur Mer;[ 46.424238 , -1.490016];-1.490016;46.424238;Non;0
Salle des Fetes;851270019;Longeville-sur-Mer;85127;85560;;;Rue de Lattre de Tassigny;[ 46.424238 , -1.490016];-1.490016;46.424238;Oui;0
Terrain de Petanque des Conches;851270020;Longeville-sur-Mer;85127;85560;Les Conches;;Rue Principale;[ 46.424238 , -1.490016];-1.490016;46.424238;Oui;0
Terrains de Petanque du Rocher;851270021;Longeville-sur-Mer;85127;85560;Le Rocher;;;[ 46.424238 , -1.490016];-1.490016;46.424238;Oui;0
Sentier de Randonnee des Guifettes;851280001;LuÃ§on;85128;85400;Base Nautique des Guifettes;;;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;0
Base de Loisirs des Guifettes;851280002;LuÃ§on;85128;85400;Base de Loisirs des Guifettes;;;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;0
Stade Jean de Mouzon;851280003;LuÃ§on;85128;85400;;;Boulevard de l'Aumonerie;[ 46.454496 , -1.166355];-1.166355;46.454496;Oui;60
Complexe de Tennis des Commees;851280004;LuÃ§on;85128;85400;;;Boulevard Phelipon;[ 46.454496 , -1.166355];-1.166355;46.454496;Oui;20
Fitness Forme;851280005;LuÃ§on;85128;85400;;;Z.A les 3 Fontaines;[ 46.454496 , -1.166355];-1.166355;46.454496;Oui;20
Ball Trap;851280006;LuÃ§on;85128;85400;La Marguerite;;Route de Triaize;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;0
Plaine des Sports du Sourdy;851280007;LuÃ§on;85128;85400;;;Route des Sables d'Olonne;[ 46.454496 , -1.166355];-1.166355;46.454496;Oui;210
Complexe Sportif de la Rue du Moulin Rouget;851280008;LuÃ§on;85128;85400;;;Rue de la Petite Gorre;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;0
Complexe Sportif Emile Beaussire;851280009;LuÃ§on;85128;85400;;;Rue de l'Adjudant Barrois;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;70
Lycee et College Ste Ursule;851280010;LuÃ§on;85128;85400;;;56 Rue G. Clemenceau;[ 46.454496 , -1.166355];-1.166355;46.454496;Oui;80
Salle de Tennis de Table;851280011;LuÃ§on;85128;85400;;;Rue Jean Jaurès;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;0
Camping Base de Loisirs les Guifettes;851280012;LuÃ§on;85128;85400;Lucon;;Village de Vacances;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;80
Base Nautique Municipale;851280014;LuÃ§on;85128;85400;;;Plan d'Eau des Guiffettes;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;20
Sentier de Randonnee des Charrieres;851280015;LuÃ§on;85128;85400;;;Chemin du Fief Landriau;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;0
Lycee Agricole de Lucon Petre;851280016;LuÃ§on;85128;85400;;;D 137 Petre;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;50
Complexe Sportifs des Commees;851280017;LuÃ§on;85128;85400;;7;Boulevard Phelippon;[ 46.454496 , -1.166355];-1.166355;46.454496;Oui;20
Hippodrome des Encloses;851280018;LuÃ§on;85128;85400;;;Rue de la Clairaye;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;0
College Emile Beaussire;851280019;LuÃ§on;85128;85400;;2;Avenue Emile Beaussire;[ 46.454496 , -1.166355];-1.166355;46.454496;Oui;40
Poney Club les Guifettes;851280020;LuÃ§on;85128;85400;Guifettes;;;[ 46.454496 , -1.166355];-1.166355;46.454496;Non;0
Espace Jean Yole(Salle du Clos Fleuri);851290001;Lucs-sur-Boulogne;85129;85170;;;Rue Jean Yole;[ 46.843821 , -1.494873];-1.494873;46.843821;Oui;0
Parc des Sports des Noiselieres;851290002;Lucs-sur-Boulogne;85129;85170;Les Vignes Gates;;;[ 46.843821 , -1.494873];-1.494873;46.843821;Non;28
Sentiers de Randonnees Pedestres;851290003;Lucs-sur-Boulogne;85129;85170;Le Chef du Pont;;;[ 46.843821 , -1.494873];-1.494873;46.843821;Non;0
Boulodrome de la Mortayere;851290005;Lucs-sur-Boulogne;85129;85170;;;Rue de la Mortayère;[ 46.843821 , -1.494873];-1.494873;46.843821;Non;0
Terrain de Petanque des Pierres Noires;851290006;Lucs-sur-Boulogne;85129;85170;Le Hameau des Pierres Noires;;;[ 46.843821 , -1.494873];-1.494873;46.843821;Non;0
Terrains de Petanque des Rochettes;851290007;Lucs-sur-Boulogne;85129;85170;;;Rue Mercier des Rochettes;[ 46.843821 , -1.494873];-1.494873;46.843821;Non;0
Espace Albizia;851290008;Lucs-sur-Boulogne;85129;85170;;;Rue de la Rochejaquelein;[ 46.843821 , -1.494873];-1.494873;46.843821;Oui;0
Complexe Sportif la Lande Fleurie;851290009;Lucs-sur-Boulogne;85129;85170;;;Rue des Afn;[ 46.843821 , -1.494873];-1.494873;46.843821;Oui;0
Complexe Sportif;851300001;Mache;85130;85190;;;Rue des Sports;[ 46.755268 , -1.686493];-1.686493;46.755268;Oui;0
Terrain de Motocross de la Sigonniere;851300002;Mache;85130;85190;La Sigonnière;;;[ 46.755268 , -1.686493];-1.686493;46.755268;Non;0
Sentier de Randonnee;851300003;Mache;85130;85190;Les Rives de la Vie;;;[ 46.755268 , -1.686493];-1.686493;46.755268;Non;0
Boulodrome;851300004;Mache;85130;85190;Mairie;;;[ 46.755268 , -1.686493];-1.686493;46.755268;Non;0
Salle Omnisports;851310001;Magnils-Reigniers;85131;85400;;53;Rue de l'Eglise;[ 46.478005 , -1.221322];-1.221322;46.478005;Oui;0
Stade des Cordes;851310002;Magnils-Reigniers;85131;85400;;;Rue des Cordes;[ 46.478005 , -1.221322];-1.221322;46.478005;Oui;0
Sentier de Randonnee;851310003;Magnils-Reigniers;85131;85400;Beugne l'Abbe;;;[ 46.478005 , -1.221322];-1.221322;46.478005;Non;0
Complexe Sportif;851320001;Maille;85132;85420;La Pichonnière;;Rue de la Fraignaie;[ 46.342086 , -0.791151];-0.791151;46.342086;Oui;0
Sentiers de Randonnee;851320002;Maille;85132;85420;;;Port de Maille;[ 46.342086 , -0.791151];-0.791151;46.342086;Non;0
Salle Polyvalente;851320003;Maille;85132;85420;;;Grande Rue;[ 46.342086 , -0.791151];-0.791151;46.342086;Oui;0
Boulodrome;851320004;Maille;85132;85420;;3;Grand'Rue;[ 46.342086 , -0.791151];-0.791151;46.342086;Oui;0
Stade Municipal;851330002;Maillezais;85133;85420;;;Route de Liez;[ 46.37141 , -0.739506];-0.739506;46.37141;Oui;0
Courts de Tennis;851330003;Maillezais;85133;85420;;;Rue du Champ de Foire;[ 46.37141 , -0.739506];-0.739506;46.37141;Oui;0
Sentier de Randonnee;851330004;Maillezais;85133;85420;;;Place de l'Eglise;[ 46.37141 , -0.739506];-0.739506;46.37141;Non;0
Terrain de Boules;851330005;Maillezais;85133;85420;Place du Champ de Foire;;;[ 46.37141 , -0.739506];-0.739506;46.37141;Oui;0
Espace Geoffroy d'Estissac;851330006;Maillezais;85133;85420;Ancienne Cure Route de Liez;;;[ 46.37141 , -0.739506];-0.739506;46.37141;Oui;0
Complexe Sportif;851340001;Mallièvre;85134;85590;;;La Cite;[ 46.910929 , -0.863622];-0.863622;46.910929;Non;0
Sentiers de Randonnee;851340002;Mallièvre;85134;85590;;;Espace Vert du Domaine;[ 46.910929 , -0.863622];-0.863622;46.910929;Non;0
Salle Polyvalente du Lay;851350001;Mareuil-sur-Lay-Dissais;85135;85320;;;Rue du Lay;[ 46.533932 , -1.218468];-1.218468;46.533932;Oui;0
Complexe Sportif;851350002;Mareuil-sur-Lay-Dissais;85135;85320;;;;[ 46.533932 , -1.218468];-1.218468;46.533932;Oui;50
Salle de Judo;851350003;Mareuil-sur-Lay-Dissais;85135;85320;Z.I les Bourrelières;;Rue Flandres-Dunkerque 1940;[ 46.533932 , -1.218468];-1.218468;46.533932;Oui;0
Sentiers Randonnee - Beaulieu et Marmande;851350004;Mareuil-sur-Lay-Dissais;85135;85320;;;Parking - Salle du Lay;[ 46.533932 , -1.218468];-1.218468;46.533932;Non;0
Sentier de Randonnee - Circuit des Trois Batailles;851350005;Mareuil-sur-Lay-Dissais;85135;85320;Dissais;;Place de l'Eglise;[ 46.533932 , -1.218468];-1.218468;46.533932;Non;0
Mur d'Escalade - Moulin Fleury;851350006;Mareuil-sur-Lay-Dissais;85135;85320;Moulin Fleury;;;[ 46.533932 , -1.218468];-1.218468;46.533932;Non;0
Terrain de Boules en Bois NÂ°1;851350007;Mareuil-sur-Lay-Dissais;85135;85320;Dissais;;;[ 46.533932 , -1.218468];-1.218468;46.533932;Oui;0
Terrain de Boules en Bois NÂ°2;851350008;Mareuil-sur-Lay-Dissais;85135;85320;Entree du Village de Vacances;;Rue de Beaulieu;[ 46.533932 , -1.218468];-1.218468;46.533932;Non;0
Salle Othello;851350009;Mareuil-sur-Lay-Dissais;85135;85320;La Grange;;;[ 46.533932 , -1.218468];-1.218468;46.533932;Oui;50
Plan d'Eau - Canoë;851350010;Mareuil-sur-Lay-Dissais;85135;85320;Rue du Lay;;;[ 46.533932 , -1.218468];-1.218468;46.533932;Oui;0
Stade Municipal;851380001;Martinet;85138;85150;;;Les Echoignes;[ 46.676202 , -1.680607];-1.680607;46.676202;Non;0
Salle Omnisports;851380002;Martinet;85138;85150;;20;Rue de la Fontaine;[ 46.676202 , -1.680607];-1.680607;46.676202;Non;0
Sentier des Chenes Lieges;851380004;Martinet;85138;85150;;;Parking de la Salle Polyvalente;[ 46.676202 , -1.680607];-1.680607;46.676202;Non;0
Sentier de Randonnee 2;851390003;Mazeau;85139;85420;;;La Pêcherie du Mazeau;[ 46.334425 , -0.675021];-0.675021;46.334425;Non;0
Sentier de Randonnee 1;851390004;Mazeau;85139;85420;Nessier;;Salle Communale de Nessier;[ 46.334425 , -0.675021];-0.675021;46.334425;Non;0
Terrain de Tennis;851390006;Mazeau;85139;85420;;;Route de Sainte Christine;[ 46.334425 , -0.675021];-0.675021;46.334425;Oui;0
Ecole Publique;851390007;Mazeau;85139;85420;;;Route de Sainte Christine;[ 46.334425 , -0.675021];-0.675021;46.334425;Oui;0
Salle Polyvalente de la Meilleraie;851400001;Meilleraie-Tillay;85140;85700;;;Rue de la Diorite;[ 46.741218 , -0.847014];-0.847014;46.741218;Non;20
Complexe Sportif;851400002;Meilleraie-Tillay;85140;85700;;;Rue du Stade;[ 46.741218 , -0.847014];-0.847014;46.741218;Non;10
Terrain de Football;851400003;Meilleraie-Tillay;85140;85700;;;Rue des Chaumes;[ 46.741218 , -0.847014];-0.847014;46.741218;Non;0
Sentiers de Randonnee;851400004;Meilleraie-Tillay;85140;85700;;;Zone de Loisirs du Lay;[ 46.741218 , -0.847014];-0.847014;46.741218;Non;0
Stade;851410001;Menomblet;85141;85700;;;Route de Cerizay;[ 46.731372 , -0.712869];-0.712869;46.731372;Oui;0
Tennis;851420001;Merlatière;85142;85140;;;Zone de Loisirs des Brosses;[ 46.768157 , -1.302056];-1.302056;46.768157;Non;30
Stade Municipal;851420002;Merlatière;85142;85140;;;Rue de la Ferrière;[ 46.768157 , -1.302056];-1.302056;46.768157;Non;50
Sentier de Randonnee;851420004;Merlatière;85142;85140;;;Place de l'Eglise;[ 46.768157 , -1.302056];-1.302056;46.768157;Non;0
Sentier de Pruneau;851430001;Mervent;85143;85200;;;Salle Jean-Louis Ripaud;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Base de Loisirs;851430002;Mervent;85143;85200;;150;Route Touristique;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;20
Terrain de Football;851430003;Mervent;85143;85200;Les Ouillieres;;Impasse du Stade;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Terrains de Petanque;851430004;Mervent;85143;85200;;;Pruneau;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;50
Parc Aventure de Mervent;851430007;Mervent;85143;85200;;34;Chemin du Chène Tord;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;50
Parcours de Course d'Orientation;851430008;Mervent;85143;85200;Saint Luc;;;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Sentiers de la Citardiere et du Petit Maillezais;851430010;Mervent;85143;85200;;;Chemin du Chêne Tord;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Sentier Sylvicole du Douard;851430011;Mervent;85143;85200;;;Pierre Brune;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Circuit Vtt Boucles NÂ°2 et NÂ°3;851430013;Mervent;85143;85200;Plateau de la Grotte du Père Montfort;;;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Circuit Vtt Boucle de Mervent;851430014;Mervent;85143;85200;Place du Heraut;;;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Circuit Vtt Boucle de Saint Luc;851430015;Mervent;85143;85200;Rond Point de Saint Luc;;;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Salle de la Mairie;851430016;Mervent;85143;85200;;2;Chemin des Douves;[ 46.522194 , -0.757192];-0.757192;46.522194;Non;0
Court de Tennis;851440001;Mesnard-la-Barotière;85144;85500;;;Route de Rochereau;[ 46.859036 , -1.100763];-1.100763;46.859036;Oui;0
Complexe Sportif;851440002;Mesnard-la-Barotière;85144;85500;;;Rue des Primevères;[ 46.859036 , -1.100763];-1.100763;46.859036;Non;0
Sentiers de Randonnee la Tricherie;851440003;Mesnard-la-Barotière;85144;85500;Base de Loisirs de la Tricherie;;;[ 46.859036 , -1.100763];-1.100763;46.859036;Non;0
Lac de la Tricherie;851440004;Mesnard-la-Barotière;85144;85500;La Tricherie;;;[ 46.859036 , -1.100763];-1.100763;46.859036;Oui;0
Salle Polyvalente;851440005;Mesnard-la-Barotière;85144;85500;;;Rue de la Vieille église;[ 46.859036 , -1.100763];-1.100763;46.859036;Oui;20
Terrain de Boules Traditionnelles;851440007;Mesnard-la-Barotière;85144;85500;;;Place de la Vieille église;[ 46.859036 , -1.100763];-1.100763;46.859036;Oui;0
Tepacap;851440008;Mesnard-la-Barotière;85144;85500;La Tricherie;;;[ 46.859036 , -1.100763];-1.100763;46.859036;Non;0
Salle Omnisports;851450001;Monsireigne;85145;85110;;;Rue de Rochereau;[ 46.74466 , -0.948076];-0.948076;46.74466;Non;0
Complexe Sportif;851450002;Monsireigne;85145;85110;;;Rue des Ornaies;[ 46.74466 , -0.948076];-0.948076;46.74466;Non;0
Sentiers Pedestres;851450003;Monsireigne;85145;85110;;;Place de l'Eglise;[ 46.74466 , -0.948076];-0.948076;46.74466;Non;0
Circuit des Huguenots;851450004;Monsireigne;85145;85110;Le Bois Tiffrais;;;[ 46.74466 , -0.948076];-0.948076;46.74466;Non;0
Complexe Sportif Pierrot Martin;851460001;Montaigu;85146;85600;;;Rue du Fromenteau;[ 46.972323 , -1.310614];-1.310614;46.972323;Non;0
Sentiers de Randonnee Terres de Montaigu (1);851460002;Montaigu;85146;85600;;;Parc des Rochettes;[ 46.972323 , -1.310614];-1.310614;46.972323;Non;0
Sentiers de Randonnee Terres de Montaigu (2);851460004;Montaigu;85146;85600;;;Place de l'Hotel de Ville;[ 46.972323 , -1.310614];-1.310614;46.972323;Non;0
Salle de Sport des Jardins;851460005;Montaigu;85146;85600;;;Rue des Jardins;[ 46.972323 , -1.310614];-1.310614;46.972323;Non;30
Complexe Sportif Max Bossis;851460006;Montaigu;85146;85600;;;Rue du Mondial;[ 46.972323 , -1.310614];-1.310614;46.972323;Oui;220
Maison des Associations;851460007;Montaigu;85146;85600;;;Avenue Villebois Mareuil - Parc des Rochettes;[ 46.972323 , -1.310614];-1.310614;46.972323;Oui;60
Terrain de Boules Traditionnelles;851460008;Montaigu;85146;85600;;;Avenue Villebois-Mareuil;[ 46.972323 , -1.310614];-1.310614;46.972323;Non;0
Lycee Jeanne d'Arc;851460009;Montaigu;85146;85600;;;Rue des Essarts;[ 46.972323 , -1.310614];-1.310614;46.972323;Oui;60
College Villebois Mareuil;851460011;Montaigu;85146;85600;;;Esplanade de Verdun;[ 46.972323 , -1.310614];-1.310614;46.972323;Oui;0
Montaigu Danse;851460012;Montaigu;85146;85600;;;Rue Joseph Gaillard Z.I Nord;[ 46.972323 , -1.310614];-1.310614;46.972323;Non;0
Complexe Sportif;851470001;Montournais;85147;85700;;;Route de St Mesmin;[ 46.740823 , -0.76317];-0.76317;46.740823;Non;30
Sentiers de Randonnee;851470002;Montournais;85147;85700;;;Salle de la Chênaie;[ 46.740823 , -0.76317];-0.76317;46.740823;Non;200
Plan d'Eau du Nay;851470003;Montournais;85147;85700;;;Route de St Mesmin;[ 46.740823 , -0.76317];-0.76317;46.740823;Non;0
Salle Polyvalente;851470004;Montournais;85147;85700;;;Route de St Mesmin;[ 46.740823 , -0.76317];-0.76317;46.740823;Oui;200
Salle de Tennis de Table;851470005;Montournais;85147;85700;;;;[ 46.740823 , -0.76317];-0.76317;46.740823;Non;0
Terrain de Boules Traditionnelles;851470006;Montournais;85147;85700;;;Allee des Fauvettes;[ 46.740823 , -0.76317];-0.76317;46.740823;Non;0
Terrain de Boules Traditionnelles;851470007;Montournais;85147;85700;;;Rue de Plaisance;[ 46.740823 , -0.76317];-0.76317;46.740823;Non;0
Court de Tennis;851480001;Montreuil;85148;85200;;;Rue du Cèdre;[ 46.407419 , -0.837867];-0.837867;46.407419;Non;0
Complexe Sportif;851500001;Mormaison;85150;85260;;;Rue du Stade;[ 46.906537 , -1.450712];-1.450712;46.906537;Oui;0
Circuits de Randonnee Aire de Loisirs de l'Audreniere;851500002;Mormaison;85150;85260;Aire de Loisirs de l'Audrenière;;;[ 46.906537 , -1.450712];-1.450712;46.906537;Non;0
Circuits de Randonnee Place du Pont de l'Issoire;851500003;Mormaison;85150;85260;Route de Rocheservière;;Place du Pont de l'Issoire;[ 46.906537 , -1.450712];-1.450712;46.906537;Non;0
Salle Polyvalente;851500004;Mormaison;85150;85260;;;Rue de Nouettes;[ 46.906537 , -1.450712];-1.450712;46.906537;Oui;0
Complexe Stephane Traineau;851510001;Mortagne-sur-Sèvre;85151;85290;;;Allee des Peupliers;[ 46.991172 , -0.955248];-0.955248;46.991172;Oui;50
Complexe Omnisports;851510002;Mortagne-sur-Sèvre;85151;85290;;;Allee des Peupliers;[ 46.991172 , -0.955248];-0.955248;46.991172;Oui;45
Espace Aqua-Ludique le Triton;851510003;Mortagne-sur-Sèvre;85151;85290;;;Avenue du Chaintreau;[ 46.991172 , -0.955248];-0.955248;46.991172;Oui;85
Salle de Danse;851510004;Mortagne-sur-Sèvre;85151;85290;;;Rue de la Mairie;[ 46.991172 , -0.955248];-0.955248;46.991172;Non;0
Site de Canoë-Kayak;851510005;Mortagne-sur-Sèvre;85151;85290;Moulin de Gazeau;;Evrunes;[ 46.991172 , -0.955248];-0.955248;46.991172;Non;0
Sentiers de Randonnee;851510006;Mortagne-sur-Sèvre;85151;85290;;;Place de la Roseraie;[ 46.991172 , -0.955248];-0.955248;46.991172;Non;0
Salle d'Escalade;851510007;Mortagne-sur-Sèvre;85151;85290;La Ferme du Chaintreau;;Rue Michel Girard;[ 46.991172 , -0.955248];-0.955248;46.991172;Non;0
Site d'Escalade du Fleuriais;851510008;Mortagne-sur-Sèvre;85151;85290;Le Fleuriais;;;[ 46.991172 , -0.955248];-0.955248;46.991172;Non;0
Boulodrome;851510009;Mortagne-sur-Sèvre;85151;85290;La Ferme de Chaintreau;;Rue Michel Girard;[ 46.991172 , -0.955248];-0.955248;46.991172;Oui;0
College Olivier Messiaen;851510010;Mortagne-sur-Sèvre;85151;85290;;;Allee des Peupliers;[ 46.991172 , -0.955248];-0.955248;46.991172;Oui;45
Espace Jeunes la Fabrik;851510011;Mortagne-sur-Sèvre;85151;85290;Le Fleuriais la Fabrik;;;[ 46.991172 , -0.955248];-0.955248;46.991172;Non;40
Plateau Multisports(1);851510012;Mortagne-sur-Sèvre;85151;85290;Evrunes;;Rue du Centre;[ 46.991172 , -0.955248];-0.955248;46.991172;Non;0
Plateau Multisports(2);851510013;Mortagne-sur-Sèvre;85151;85290;St Hilaire de Mortagne;;Impasse de la Vergnaie;[ 46.991172 , -0.955248];-0.955248;46.991172;Non;0
Terrains de Boules Traditionnelles;851510014;Mortagne-sur-Sèvre;85151;85290;St Hilaire de Mortagne;;Place de l'église;[ 46.991172 , -0.955248];-0.955248;46.991172;Oui;0
Terrain de Football;851520001;Mothe-Achard;85152;85150;;;Rue Marthe Regnauld;[ 46.618395 , -1.659319];-1.659319;46.618395;Non;0
Complexe Sportif;851520002;Mothe-Achard;85152;85150;;;Rue Jean Bouin;[ 46.618395 , -1.659319];-1.659319;46.618395;Oui;90
Plan d'Eau du Bibrou;851520003;Mothe-Achard;85152;85150;;;La Plan d'Eau;[ 46.618395 , -1.659319];-1.659319;46.618395;Oui;0
Chemin de la Foret;851520004;Mothe-Achard;85152;85150;;;Place des Halles;[ 46.618395 , -1.659319];-1.659319;46.618395;Non;0
Boulodrome;851520005;Mothe-Achard;85152;85150;;;Parking Complexe Sportif;[ 46.618395 , -1.659319];-1.659319;46.618395;Oui;0
Centre Aquatique du Pays des Achards;851520006;Mothe-Achard;85152;85150;;;Rue Bibrou;[ 46.618395 , -1.659319];-1.659319;46.618395;Oui;117
College Saint Jacques;851520007;Mothe-Achard;85152;85150;;;La Forêt;[ 46.618395 , -1.659319];-1.659319;46.618395;Oui;25
Complexe Sportif;851530001;Mouchamps;85153;85640;;;Rue du Stade;[ 46.780021 , -1.062957];-1.062957;46.780021;Oui;200
Mur d'Escalade;851530002;Mouchamps;85153;85640;;;La Boissiere;[ 46.780021 , -1.062957];-1.062957;46.780021;Oui;0
Salle Annexe;851530003;Mouchamps;85153;85640;;;Rue de l'Ouest;[ 46.780021 , -1.062957];-1.062957;46.780021;Oui;0
Circuit de Randonnee de Vaisne;851530004;Mouchamps;85153;85640;Le Beignon;;;[ 46.780021 , -1.062957];-1.062957;46.780021;Non;0
Sentier de Randonnee - a la Decouverte de Mouchamps;851530005;Mouchamps;85153;85640;;;Place Clemenceau;[ 46.780021 , -1.062957];-1.062957;46.780021;Non;0
Sentier de Randonnee - Sentier du Moulin aux Moines;851530006;Mouchamps;85153;85640;Croisement de la D48 et Ancienne Voie Ferree;;;[ 46.780021 , -1.062957];-1.062957;46.780021;Non;0
Sentier de Randonnee - Sentier de la Tuilerie;851530007;Mouchamps;85153;85640;;;Place du Colombier;[ 46.780021 , -1.062957];-1.062957;46.780021;Non;0
Sentier de Randonnee - Sentier la Bonnière - la Bobinière;851530008;Mouchamps;85153;85640;La Bonnière;;;[ 46.780021 , -1.062957];-1.062957;46.780021;Non;0
Terrain de Bicross;851530009;Mouchamps;85153;85640;;;Impasse du Moulin;[ 46.780021 , -1.062957];-1.062957;46.780021;Non;0
Complexe Sportif;851540001;Mouilleron-en-Pareds;85154;85390;;;Rue du Pave;[ 46.675414 , -0.84968];-0.84968;46.675414;Oui;30
Office de Tourisme : Randonnee;851540003;Mouilleron-en-Pareds;85154;85390;;;Office de Tourisme;[ 46.675414 , -0.84968];-0.84968;46.675414;Non;0
